ANONYMIZED BUSINESS,QUANTITY,Total Sales,count,Cluster,Classified
Business-bf0b,17,45975,15,2,High Value
Business-bf11,902,2349601,108,0,Low Value
Business-bf3d,7,24120,2,2,High Value
Business-bf42,375,769278,164,2,High Value
Business-bf68,2,1975,2,2,High Value
Business-bf83,19,35410,19,2,High Value
Business-bf85,648,2081811,165,0,Low Value
Business-bf92,13,31290,3,2,High Value
Business-bf95,64,162168,48,2,High Value
Business-bfa0,99,168924,86,2,High Value
Business-bfa2,250,519568,201,2,High Value
Business-bfa7,30,97350,19,2,High Value
Business-bfaa,15,31975,5,2,High Value
Business-bfae,1,1460,1,2,High Value
Business-bfb4,7,8265,7,2,High Value
Business-bfc3,237,603605,184,2,High Value
Business-bfcd,741,2141438,338,0,Low Value
Business-bfce,2,3810,1,2,High Value
Business-bfd5,176,152145,116,2,High Value
Business-bfdc,90,150350,37,2,High Value
Business-bff1,100,145440,98,2,High Value
Business-bffa,4,9110,4,2,High Value
Business-c005,4,14400,4,2,High Value
Business-c00a,44,15600,6,2,High Value
Business-c024,211,293701,174,2,High Value
Business-c02b,15,63000,1,2,High Value
Business-c030,68,290375,38,2,High Value
Business-c039,3,7125,3,2,High Value
Business-c04f,2,9520,2,2,High Value
Business-c056,24,53470,14,2,High Value
Business-c05c,2,5130,2,2,High Value
Business-c07e,15,12340,15,2,High Value
Business-c082,5,9230,5,2,High Value
Business-c08c,68,174465,13,2,High Value
Business-c095,5,13403,5,2,High Value
Business-c0a9,149,462505,133,2,High Value
Business-c0ae,15,46417,10,2,High Value
Business-c0ce,351,745197,193,2,High Value
Business-c0e6,33,49575,22,2,High Value
Business-c0f0,2,9820,2,2,High Value
Business-c0f5,96,190960,9,2,High Value
Business-c105,252,443120,151,2,High Value
Business-c10c,9,18450,7,2,High Value
Business-c10d,7,15310,5,2,High Value
Business-c113,9,23530,6,2,High Value
Business-c11a,10,8250,1,2,High Value
Business-c12a,17,38460,3,2,High Value
Business-c130,1,2480,1,2,High Value
Business-c13c,750,1998628,346,0,Low Value
Business-c149,51,106663,13,2,High Value
Business-c14e,10,23700,10,2,High Value
Business-c152,36,41175,34,2,High Value
Business-c153,62,89364,57,2,High Value
Business-c155,49,43240,33,2,High Value
Business-c170,211,353527,150,2,High Value
Business-c182,1,3870,1,2,High Value
Business-c18e,6,9730,6,2,High Value
Business-c192,17,41560,11,2,High Value
Business-c19b,1,55,1,2,High Value
Business-c1a0,13,24320,3,2,High Value
Business-c1a2,8,14270,2,2,High Value
Business-c1a8,1,660,1,2,High Value
Business-c1be,1,6195,1,2,High Value
Business-c1c9,3,5395,2,2,High Value
Business-c1d8,129,293364,124,2,High Value
Business-c1de,3,5920,2,2,High Value
Business-c1e2,6,6780,6,2,High Value
Business-c1e3,1941,4963178,1070,0,Low Value
Business-c1e9,4,5675,4,2,High Value
Business-c1f7,15,69000,2,2,High Value
Business-c206,848,1878130,409,0,Low Value
Business-c207,1,4440,1,2,High Value
Business-c219,357,1024810,43,2,High Value
Business-c21d,297,566642,42,2,High Value
Business-c22f,496,1354045,131,2,High Value
Business-c231,85,180565,16,2,High Value
Business-c233,49,22545,22,2,High Value
Business-c244,132,445670,23,2,High Value
Business-c251,193,510135,110,2,High Value
Business-c263,111,209307,94,2,High Value
Business-c291,51,128045,6,2,High Value
Business-c29f,15,95925,1,2,High Value
Business-c2aa,5,7855,3,2,High Value
Business-c2e8,42,75860,5,2,High Value
Business-c31a,2,5270,1,2,High Value
Business-c321,106,168998,91,2,High Value
Business-c323,71,73420,26,2,High Value
Business-c328,1,5820,1,2,High Value
Business-c33f,1,696,1,2,High Value
Business-c34d,32,126995,27,2,High Value
Business-c357,9,9825,4,2,High Value
Business-c35d,48,137612,9,2,High Value
Business-c37d,68,156595,29,2,High Value
Business-c38e,1526,3798622,259,0,Low Value
Business-c399,239,561050,47,2,High Value
Business-c39e,2,1615,2,2,High Value
Business-c3a2,335,834198,127,2,High Value
Business-c3bc,268,1110822,132,2,High Value
Business-c3c3,1,5760,1,2,High Value
Business-c3cb,276,555076,51,2,High Value
Business-c3f0,16,43280,13,2,High Value
Business-c3fa,13,16485,11,2,High Value
Business-c428,496,1021914,304,0,Low Value
Business-c429,201,478485,23,2,High Value
Business-c431,114,329877,40,2,High Value
Business-c440,88,151045,63,2,High Value
Business-c450,4,5154,4,2,High Value
Business-c45a,97,248245,23,2,High Value
Business-c45f,13,31300,5,2,High Value
Business-c461,60,54220,54,2,High Value
Business-c46c,82,185206,27,2,High Value
Business-c472,192,488170,190,2,High Value
Business-c483,290,991279,137,2,High Value
Business-c488,1,1780,1,2,High Value
Business-c4c7,333,649098,222,2,High Value
Business-c4d0,3,7830,3,2,High Value
Business-c4e6,325,536160,204,2,High Value
Business-c4f8,507,927329,386,0,Low Value
Business-c50f,3,6575,3,2,High Value
Business-c516,231,415775,170,2,High Value
Business-c531,379,907240,49,2,High Value
Business-c532,1,6615,1,2,High Value
Business-c535,32,115480,9,2,High Value
Business-c55d,31,169900,3,2,High Value
Business-c569,1486,3002501,305,0,Low Value
Business-c574,709,1943114,148,2,High Value
Business-c575,18,44680,7,2,High Value
Business-c586,5,4845,5,2,High Value
Business-c589,1,1520,1,2,High Value
Business-c58b,3,4475,3,2,High Value
Business-c590,472,769639,372,0,Low Value
Business-c5a9,90,278190,20,2,High Value
Business-c5b9,14,28705,10,2,High Value
Business-c5c1,21,111280,6,2,High Value
Business-c5c9,164,217990,146,2,High Value
Business-c5cf,1,5320,1,2,High Value
Business-c5e4,2,3500,1,2,High Value
Business-c5e8,76,182020,56,2,High Value
Business-c5ea,3,4235,2,2,High Value
Business-c5f0,1,2060,1,2,High Value
Business-c5ff,2515,6033526,426,0,Low Value
Business-c629,1,5965,1,2,High Value
Business-c62a,375,829910,46,2,High Value
Business-c62f,23,66050,13,2,High Value
Business-c63d,58,96840,56,2,High Value
Business-c640,41,165365,6,2,High Value
Business-c65f,36,174353,16,2,High Value
Business-c666,2,7100,1,2,High Value
Business-c66a,7,2800,7,2,High Value
Business-c678,173,685698,127,2,High Value
Business-c680,334,807330,42,2,High Value
Business-c68b,94,209165,22,2,High Value
Business-c694,7,23900,7,2,High Value
Business-c698,4,7830,4,2,High Value
Business-c699,6,11160,5,2,High Value
Business-c69f,12,26660,4,2,High Value
Business-c6be,5,16376,3,2,High Value
Business-c6c2,3,9360,3,2,High Value
Business-c6c9,1,1920,1,2,High Value
Business-c6ce,89,156280,65,2,High Value
Business-c6dd,261,714785,156,2,High Value
Business-c6e6,6,11000,2,2,High Value
Business-c6f4,37,100800,7,2,High Value
Business-c702,50,93773,48,2,High Value
Business-c70a,465,1013652,223,2,High Value
Business-c713,240,678171,53,2,High Value
Business-c740,7,13935,7,2,High Value
Business-c745,9,24160,8,2,High Value
Business-c756,1,830,1,2,High Value
Business-c761,34,52770,26,2,High Value
Business-c766,446,1108330,332,0,Low Value
Business-c772,49,63515,16,2,High Value
Business-c774,1103,2250073,692,0,Low Value
Business-c775,11,19645,10,2,High Value
Business-c7ae,4,10505,4,2,High Value
Business-c7be,156,225845,116,2,High Value
Business-c7bf,329,444984,238,2,High Value
Business-c7d8,20,41434,17,2,High Value
Business-c7df,1,1415,1,2,High Value
Business-c7e1,19,15650,19,2,High Value
Business-c801,10,20705,8,2,High Value
Business-c805,49,34381,49,2,High Value
Business-c80f,2,5600,2,2,High Value
Business-c840,681,1337830,148,2,High Value
Business-c84f,12,28642,11,2,High Value
Business-c852,1,2040,1,2,High Value
Business-c857,2,7620,2,2,High Value
Business-c866,3,8425,3,2,High Value
Business-c86b,13,6515,3,2,High Value
Business-c86d,114,253008,95,2,High Value
Business-c87a,5,16955,5,2,High Value
Business-c893,181,471160,131,2,High Value
Business-c89b,266,487789,207,2,High Value
Business-c8aa,10,17125,8,2,High Value
Business-c8b2,3,2830,2,2,High Value
Business-c8bf,41,62202,32,2,High Value
Business-c8d5,47,53485,35,2,High Value
Business-c8e3,622,1490429,50,2,High Value
Business-c8ee,39,54911,27,2,High Value
Business-c91b,3,4550,3,2,High Value
Business-c924,10,17030,3,2,High Value
Business-c929,16,30850,16,2,High Value
Business-c92c,2,4420,2,2,High Value
Business-c943,2,2130,2,2,High Value
Business-c948,36,50986,16,2,High Value
Business-c94e,4,4735,2,2,High Value
Business-c964,1,1300,1,2,High Value
Business-c96d,211,589195,186,2,High Value
Business-c983,220,501574,147,2,High Value
Business-c98a,39,74783,36,2,High Value
Business-c995,106,206685,30,2,High Value
Business-c99d,2,9820,2,2,High Value
Business-c9a7,4,4315,4,2,High Value
Business-c9bb,1,670,1,2,High Value
Business-c9bf,11,12264,11,2,High Value
Business-c9c0,306,759830,278,2,High Value
Business-c9ce,1,5300,1,2,High Value
Business-c9dc,627,1266018,413,0,Low Value
Business-c9e1,16,4850,14,2,High Value
Business-c9e9,4,5980,2,2,High Value
Business-ca02,233,426367,100,2,High Value
Business-ca08,322,663110,48,2,High Value
Business-ca11,48,72180,33,2,High Value
Business-ca31,2,8440,1,2,High Value
Business-ca33,1,1590,1,2,High Value
Business-ca42,211,429580,21,2,High Value
Business-ca45,212,521480,47,2,High Value
Business-ca4d,4,8045,2,2,High Value
Business-ca55,505,1180821,290,0,Low Value
Business-ca58,8,20794,8,2,High Value
Business-ca7b,265,435395,187,2,High Value
Business-ca83,5,5635,5,2,High Value
Business-ca9c,33,69888,19,2,High Value
Business-caa5,56,122659,45,2,High Value
Business-cabd,138,304295,30,2,High Value
Business-cabe,11,26325,4,2,High Value
Business-cac5,8,16750,8,2,High Value
Business-cacc,11,25751,7,2,High Value
Business-cad2,1,1890,1,2,High Value
Business-caf2,19,33540,6,2,High Value
Business-cb09,97,206596,72,2,High Value
Business-cb0e,2,8320,2,2,High Value
Business-cb1d,2,190,2,2,High Value
Business-cb1f,4722,9776215,1119,1,Medium Value
Business-cb40,39,145746,21,2,High Value
Business-cb44,2,4215,2,2,High Value
Business-cb5f,131,243038,30,2,High Value
Business-cb6c,5,8980,4,2,High Value
Business-cb8e,1,2330,1,2,High Value
Business-cb99,28,40675,25,2,High Value
Business-cba1,1,3600,1,2,High Value
Business-cbdd,225,506936,138,2,High Value
Business-cbde,1,6096,1,2,High Value
Business-cbe1,77,91441,42,2,High Value
Business-cbf2,3,18105,1,2,High Value
Business-cc03,59,127225,58,2,High Value
Business-cc05,3,6570,2,2,High Value
Business-cc11,2,3800,1,2,High Value
Business-cc1e,891,2172347,533,0,Low Value
Business-cc20,5,8700,1,2,High Value
Business-cc31,86,83340,60,2,High Value
Business-cc55,48,112520,44,2,High Value
Business-cc70,1,5350,1,2,High Value
Business-cc78,75,246675,8,2,High Value
Business-cc96,26,81520,26,2,High Value
Business-ccbb,3,4290,2,2,High Value
Business-ccdf,244,543556,216,2,High Value
Business-ccf3,19,35675,8,2,High Value
Business-cd1c,1536,4053895,645,0,Low Value
Business-cd2b,1,1470,1,2,High Value
Business-cd2d,72,197520,63,2,High Value
Business-cd30,70,153650,47,2,High Value
Business-cd58,12,12565,11,2,High Value
Business-cd67,4,11355,4,2,High Value
Business-cd92,36,95730,26,2,High Value
Business-cd93,95,202760,25,2,High Value
Business-cd9f,7,22305,7,2,High Value
Business-cda6,201,416451,168,2,High Value
Business-cdb0,2,12480,1,2,High Value
Business-cdb7,518,1161071,69,2,High Value
Business-cdbe,345,605982,232,2,High Value
Business-cdc1,497,673188,475,0,Low Value
Business-cdc2,271,555900,56,2,High Value
Business-cddd,2,3185,2,2,High Value
Business-ce02,23,51047,20,2,High Value
Business-ce05,10,40200,1,2,High Value
Business-ce0a,39,37987,19,2,High Value
Business-ce0b,3,5430,1,2,High Value
Business-ce15,931,2763919,586,0,Low Value
Business-ce2f,5,4300,1,2,High Value
Business-ce34,11,11315,8,2,High Value
Business-ce51,10,22590,10,2,High Value
Business-ce57,4,10445,2,2,High Value
Business-ce58,1,4580,1,2,High Value
Business-ce6e,24,28835,23,2,High Value
Business-cea5,3,5395,2,2,High Value
Business-ceb3,1,1520,1,2,High Value
Business-ceb7,47,75035,41,2,High Value
Business-ceba,7,3400,7,2,High Value
Business-cec2,26,28690,15,2,High Value
Business-cee5,24,42121,24,2,High Value
Business-ceeb,215,402083,159,2,High Value
Business-cf0c,8,12550,8,2,High Value
Business-cf0d,1793,3553655,409,0,Low Value
Business-cf0f,19,28580,13,2,High Value
Business-cf28,23,51650,4,2,High Value
Business-cf2a,10,61000,1,2,High Value
Business-cf4b,2895,6249164,388,0,Low Value
Business-cf67,1,1520,1,2,High Value
Business-cf86,299,819324,293,2,High Value
Business-cf88,5,10695,5,2,High Value
Business-cf89,409,872786,193,2,High Value
Business-cf93,41,108094,38,2,High Value
Business-cfa0,2,1970,2,2,High Value
Business-cfbc,6,10000,5,2,High Value
Business-cfc5,10,40200,1,2,High Value
Business-cfcf,101,222475,29,2,High Value
Business-cfd5,32,28140,30,2,High Value
Business-cfe4,6,11395,6,2,High Value
Business-cff8,10,19325,10,2,High Value
Business-d001,41,124490,17,2,High Value
Business-d01b,1,4160,1,2,High Value
Business-d024,2,4825,2,2,High Value
Business-d02d,151,272177,33,2,High Value
Business-d033,11,36840,7,2,High Value
Business-d042,1508,3318624,621,0,Low Value
Business-d046,291,701305,98,2,High Value
Business-d065,68,180756,63,2,High Value
Business-d072,31,33335,31,2,High Value
Business-d087,85,211100,64,2,High Value
Business-d0a4,28,45455,25,2,High Value
Business-d0ad,5,22650,1,2,High Value
Business-d0bc,126,215759,98,2,High Value
Business-d0c8,82,121317,78,2,High Value
Business-d115,5,6850,1,2,High Value
Business-d11a,54,88200,19,2,High Value
Business-d11b,107,152490,99,2,High Value
Business-d124,28,48250,17,2,High Value
Business-d125,25,49975,19,2,High Value
Business-d129,382,855630,282,2,High Value
Business-d12f,6,13605,6,2,High Value
Business-d13a,101,182205,81,2,High Value
Business-d13e,9,22485,8,2,High Value
Business-d14e,29,58957,20,2,High Value
Business-d15c,169,603828,125,2,High Value
Business-d168,7,22370,3,2,High Value
Business-d177,418,973596,138,2,High Value
Business-d17c,139,241337,76,2,High Value
Business-d186,26,80175,20,2,High Value
Business-d18e,17,44575,15,2,High Value
Business-d1a2,147,343762,94,2,High Value
Business-d1a5,12,21580,11,2,High Value
Business-d1b9,3,3500,3,2,High Value
Business-d1c1,2,7745,2,2,High Value
Business-d1c6,101,166150,85,2,High Value
Business-d1c8,26,20560,3,2,High Value
Business-d1ed,2,7760,2,2,High Value
Business-d203,1457,3415030,160,0,Low Value
Business-d218,3,9488,3,2,High Value
Business-d21e,21,23467,17,2,High Value
Business-d255,201,464410,144,2,High Value
Business-d257,3,5550,2,2,High Value
Business-d25b,12,35601,11,2,High Value
Business-d26e,1,2215,1,2,High Value
Business-d26f,97,154522,96,2,High Value
Business-d288,12,9335,7,2,High Value
Business-d2a5,111,196380,41,2,High Value
Business-d2b0,43,79760,26,2,High Value
Business-d2b6,1001,2137668,644,0,Low Value
Business-d2cf,15,52385,6,2,High Value
Business-d2eb,70,166113,49,2,High Value
Business-d2f6,120,222605,12,2,High Value
Business-d31a,1,2700,1,2,High Value
Business-d346,15,32570,11,2,High Value
Business-d387,157,319160,116,2,High Value
Business-d38b,69,171486,53,2,High Value
Business-d3a2,1,4050,1,2,High Value
Business-d3af,5,8400,1,2,High Value
Business-d3d5,1,860,1,2,High Value
Business-d3d8,80,218713,41,2,High Value
Business-d3e6,13,28365,11,2,High Value
Business-d3f6,194,398796,27,2,High Value
Business-d40d,49,111045,30,2,High Value
Business-d40e,142,259077,133,2,High Value
Business-d41a,5,9425,1,2,High Value
Business-d420,46,120065,35,2,High Value
Business-d430,41,87000,12,2,High Value
Business-d438,28,36065,19,2,High Value
Business-d454,165,336455,46,2,High Value
Business-d457,524,906623,183,2,High Value
Business-d45a,3,1635,3,2,High Value
Business-d45c,2,3945,2,2,High Value
Business-d463,13,13900,7,2,High Value
Business-d47e,2,3030,2,2,High Value
Business-d482,73,217145,35,2,High Value
Business-d497,15,32555,8,2,High Value
Business-d4b0,24,42930,19,2,High Value
Business-d4ba,32,67535,16,2,High Value
Business-d4c7,19,34995,3,2,High Value
Business-d4cd,35,66018,20,2,High Value
Business-d4cf,24,8910,12,2,High Value
Business-d4e3,2,15130,2,2,High Value
Business-d4e9,1,2650,1,2,High Value
Business-d4f9,474,907842,335,0,Low Value
Business-d500,549,1268003,471,0,Low Value
Business-d513,147,298356,44,2,High Value
Business-d525,71,194800,63,2,High Value
Business-d52d,212,495245,78,2,High Value
Business-d55c,6,13810,6,2,High Value
Business-d55f,4,8685,4,2,High Value
Business-d564,142,160140,58,2,High Value
Business-d567,5,8660,3,2,High Value
Business-d582,284,584959,201,2,High Value
Business-d59e,136,324715,58,2,High Value
Business-d5a5,8,21165,8,2,High Value
Business-d5a8,15,27525,2,2,High Value
Business-d5b5,726,1669266,118,2,High Value
Business-d5b6,69,303553,4,2,High Value
Business-d5bb,112,173020,76,2,High Value
Business-d5c0,31,40540,28,2,High Value
Business-d5e3,56,116375,15,2,High Value
Business-d5f8,5,8291,4,2,High Value
Business-d606,37,47550,33,2,High Value
Business-d60b,9,18050,4,2,High Value
Business-d614,40,73154,31,2,High Value
Business-d61a,20,36644,18,2,High Value
Business-d61c,107,215902,69,2,High Value
Business-d626,85,158747,79,2,High Value
Business-d64b,1,95,1,2,High Value
Business-d656,15,29920,15,2,High Value
Business-d666,45,163060,20,2,High Value
Business-d67c,7,30484,7,2,High Value
Business-d68d,572,1103986,371,0,Low Value
Business-d692,56,134005,22,2,High Value
Business-d6c9,61,158231,33,2,High Value
Business-d6d7,19,33056,14,2,High Value
Business-d6e3,4,8025,4,2,High Value
Business-d6f5,7,4270,7,2,High Value
Business-d6fb,32,65880,21,2,High Value
Business-d701,18,52175,12,2,High Value
Business-d719,344,565902,262,2,High Value
Business-d72a,50,142735,42,2,High Value
Business-d72e,3835,9280411,973,1,Medium Value
Business-d72f,11,23785,6,2,High Value
Business-d740,8,5555,6,2,High Value
Business-d74f,12,38025,10,2,High Value
Business-d752,69,93024,66,2,High Value
Business-d759,16,45287,16,2,High Value
Business-d773,2,5070,2,2,High Value
Business-d783,17,21820,14,2,High Value
Business-d784,2,2415,2,2,High Value
Business-d789,144,201845,107,2,High Value
Business-d78d,1,2,1,2,High Value
Business-d7a5,14,34870,12,2,High Value
Business-d7a8,3,8725,2,2,High Value
Business-d7ac,119,297500,2,2,High Value
Business-d7b3,3,6400,3,2,High Value
Business-d7ba,4,5080,4,2,High Value
Business-d7c2,108,223655,24,2,High Value
Business-d7c6,71,118045,34,2,High Value
Business-d814,4,10070,4,2,High Value
Business-d81e,2740,5793618,1002,0,Low Value
Business-d820,7,10940,7,2,High Value
Business-d827,11,16640,11,2,High Value
Business-d834,516,995795,316,0,Low Value
Business-d84d,7,12820,3,2,High Value
Business-d857,15,44720,12,2,High Value
Business-d870,3,11420,3,2,High Value
Business-d894,27,21940,17,2,High Value
Business-d89d,9,11220,8,2,High Value
Business-d8af,1,90,1,2,High Value
Business-d8b6,8,11565,8,2,High Value
Business-d8e3,49,158612,44,2,High Value
Business-d906,17,30235,13,2,High Value
Business-d910,116,192678,78,2,High Value
Business-d911,50,54855,38,2,High Value
Business-d914,461,713427,68,2,High Value
Business-d917,14,40375,12,2,High Value
Business-d91c,1,1750,1,2,High Value
Business-d91e,11,24465,10,2,High Value
Business-d935,117,364140,20,2,High Value
Business-d940,12,18740,9,2,High Value
Business-d94c,51,75065,48,2,High Value
Business-d963,959,1821172,667,0,Low Value
Business-d97d,12,17765,3,2,High Value
Business-d982,121,264358,95,2,High Value
Business-d985,3,3625,3,2,High Value
Business-d98a,1,750,1,2,High Value
Business-d9a3,1,1420,1,2,High Value
Business-d9ac,114,224378,94,2,High Value
Business-d9c3,128,242821,104,2,High Value
Business-d9e4,63,159160,21,2,High Value
Business-da32,2,3360,1,2,High Value
Business-da34,37,86461,17,2,High Value
Business-da44,25,47995,22,2,High Value
Business-da4f,23,44855,14,2,High Value
Business-da56,2,1188,2,2,High Value
Business-da5e,1,3970,1,2,High Value
Business-da72,1,1890,1,2,High Value
Business-da87,4,9825,2,2,High Value
Business-da94,35,39070,33,2,High Value
Business-daa6,91,176960,63,2,High Value
Business-dac2,19,111500,3,2,High Value
Business-dacb,17,41838,16,2,High Value
Business-dad2,6,7557,6,2,High Value
Business-dae7,165,351697,136,2,High Value
Business-daed,2,1810,2,2,High Value
Business-daf8,141,281717,97,2,High Value
Business-daff,838,1639990,575,0,Low Value
Business-db19,1,1500,1,2,High Value
Business-db2d,17,46465,9,2,High Value
Business-db49,3,2447,3,2,High Value
Business-db5d,18,46320,7,2,High Value
Business-db5f,3,15930,3,2,High Value
Business-db61,14,17480,13,2,High Value
Business-db75,17,36855,10,2,High Value
Business-db84,41,74980,39,2,High Value
Business-db9b,6,5238,6,2,High Value
Business-dba9,31,64955,30,2,High Value
Business-dbac,325,592032,298,2,High Value
Business-dbbc,6,8795,6,2,High Value
Business-dbc6,21,51310,15,2,High Value
Business-dbce,2458,7440817,1126,1,Medium Value
Business-dbd6,6,3380,2,2,High Value
Business-dbdd,10,10495,8,2,High Value
Business-dbe0,15,17270,11,2,High Value
Business-dbe2,5,17300,3,2,High Value
Business-dbe5,53,112030,16,2,High Value
Business-dbeb,30,81600,1,2,High Value
Business-dbf7,20,39050,4,2,High Value
Business-dc0b,1082,2343246,505,0,Low Value
Business-dc1d,4,14120,4,2,High Value
Business-dc3b,5,9655,5,2,High Value
Business-dc43,5,6235,5,2,High Value
Business-dc4f,5,21600,1,2,High Value
Business-dc65,4,10275,2,2,High Value
Business-dc6c,69,137330,15,2,High Value
Business-dc72,3,15370,3,2,High Value
Business-dc9c,74,178253,59,2,High Value
Business-dca9,10,20130,9,2,High Value
Business-dcb0,319,807371,40,2,High Value
Business-dcb4,39,36933,35,2,High Value
Business-dcc4,19,98985,5,2,High Value
Business-dcc8,256,495669,116,2,High Value
Business-dcd4,523,1708264,100,2,High Value
Business-dce1,18,72791,18,2,High Value
Business-dcf8,10,23000,1,2,High Value
Business-dd04,295,596875,51,2,High Value
Business-dd07,473,1010571,265,2,High Value
Business-dd17,11,11570,4,2,High Value
Business-dd18,298,621141,171,2,High Value
Business-dd19,8,27465,8,2,High Value
Business-dd28,16,36421,15,2,High Value
Business-dd47,42,108565,23,2,High Value
Business-dd4c,3,13960,3,2,High Value
Business-dd61,17,38058,10,2,High Value
Business-dd89,24,99539,9,2,High Value
Business-dda3,22,26389,19,2,High Value
Business-ddaf,37,77083,35,2,High Value
Business-ddb0,5,2175,3,2,High Value
Business-dde1,1,1300,1,2,High Value
Business-dde8,29,52405,10,2,High Value
Business-de03,1,6535,1,2,High Value
Business-de08,10,18190,3,2,High Value
Business-de1a,9,28932,9,2,High Value
Business-de1c,16,38500,3,2,High Value
Business-de42,1412,2591931,795,0,Low Value
Business-de47,2,6250,2,2,High Value
Business-de51,5,8750,1,2,High Value
Business-de5c,1,1520,1,2,High Value
Business-de9b,98,192287,83,2,High Value
Business-dea1,794,1650419,352,0,Low Value
Business-deac,655,1338655,259,0,Low Value
Business-deb3,41,108791,40,2,High Value
Business-dec6,1,4100,1,2,High Value
Business-ded1,131,287369,91,2,High Value
Business-dee6,8,14309,7,2,High Value
Business-deff,179,254155,140,2,High Value
Business-df05,455,1098629,252,2,High Value
Business-df0f,58,105634,33,2,High Value
Business-df12,50,85891,33,2,High Value
Business-df25,1140,2708376,485,0,Low Value
Business-df2b,15,28290,14,2,High Value
Business-df2f,44,152910,43,2,High Value
Business-df4a,22,53445,14,2,High Value
Business-df71,9,29180,9,2,High Value
Business-df76,22,49630,22,2,High Value
Business-df78,16,57920,5,2,High Value
Business-df7d,5,7315,4,2,High Value
Business-df83,3,1480,2,2,High Value
Business-df9b,1,2235,1,2,High Value
Business-dfcd,3,13300,3,2,High Value
Business-dff7,2,1875,2,2,High Value
Business-dffd,23,60350,10,2,High Value
Business-dffe,19,42296,19,2,High Value
Business-e000,1443,3377060,1110,0,Low Value
Business-e00b,8,20720,6,2,High Value
Business-e00f,4,1765,3,2,High Value
Business-e015,137,222516,99,2,High Value
Business-e034,63,53928,33,2,High Value
Business-e05c,28,62405,26,2,High Value
Business-e067,3,3865,3,2,High Value
Business-e06b,3,4575,3,2,High Value
Business-e0a8,24,42265,20,2,High Value
Business-e0a9,102,377365,32,2,High Value
Business-e0ad,478,1081005,342,0,Low Value
Business-e0b7,100,332385,91,2,High Value
Business-e0b9,4,5725,4,2,High Value
Business-e0c3,3,3810,1,2,High Value
Business-e0cb,4,6850,4,2,High Value
Business-e0cc,166,501689,151,2,High Value
Business-e0cd,5,10600,4,2,High Value
Business-e0ea,3,7115,3,2,High Value
Business-e0ec,745,1782711,478,0,Low Value
Business-e11c,1,805,1,2,High Value
Business-e12e,177,485722,172,2,High Value
Business-e132,207,405950,135,2,High Value
Business-e137,125,131730,85,2,High Value
Business-e145,2,1510,1,2,High Value
Business-e150,1,6195,1,2,High Value
Business-e15a,9,26300,4,2,High Value
Business-e15f,14,41900,6,2,High Value
Business-e162,3,7515,3,2,High Value
Business-e163,139,124350,119,2,High Value
Business-e186,1,470,1,2,High Value
Business-e1a6,122,151080,28,2,High Value
Business-e1ad,4,6070,3,2,High Value
Business-e1b2,5,14215,4,2,High Value
Business-e1b3,54,57905,35,2,High Value
Business-e1b5,3,5300,3,2,High Value
Business-e1b6,8,9200,5,2,High Value
Business-e1b9,19,59020,5,2,High Value
Business-e1bf,3,4050,3,2,High Value
Business-e1d6,5,4375,1,2,High Value
Business-e1ee,4,8070,4,2,High Value
Business-e1f9,2,4140,2,2,High Value
Business-e203,62,100867,43,2,High Value
Business-e21c,683,1634246,266,0,Low Value
Business-e225,1,4190,1,2,High Value
Business-e23f,57,92602,46,2,High Value
Business-e259,1,4640,1,2,High Value
Business-e25f,5,17230,5,2,High Value
Business-e261,243,252162,98,2,High Value
Business-e268,2017,5977337,704,0,Low Value
Business-e27c,2,8380,2,2,High Value
Business-e283,1,6200,1,2,High Value
Business-e29d,30,39750,3,2,High Value
Business-e2a4,246,406035,196,2,High Value
Business-e2a7,1,4100,1,2,High Value
Business-e2b4,3,4280,3,2,High Value
Business-e2bb,1924,4708821,770,0,Low Value
Business-e2ed,235,448752,192,2,High Value
Business-e321,47,113750,41,2,High Value
Business-e378,3,4970,3,2,High Value
Business-e3a6,22,64265,19,2,High Value
Business-e3ae,87,73369,26,2,High Value
Business-e3c1,31,79170,13,2,High Value
Business-e3c9,51,148650,10,2,High Value
Business-e3d2,6,11270,4,2,High Value
Business-e3e6,9,11200,5,2,High Value
Business-e41e,171,385677,142,2,High Value
Business-e424,63,177260,23,2,High Value
Business-e432,4,7475,3,2,High Value
Business-e438,237,354208,140,2,High Value
Business-e43c,7,14990,7,2,High Value
Business-e453,198,442588,183,2,High Value
Business-e454,37,65195,37,2,High Value
Business-e463,14,22626,12,2,High Value
Business-e466,1104,2740802,449,0,Low Value
Business-e469,6,2200,6,2,High Value
Business-e46d,18,37565,9,2,High Value
Business-e482,199,381131,167,2,High Value
Business-e48b,25,103300,2,2,High Value
Business-e491,186,421115,92,2,High Value
Business-e499,12,20036,11,2,High Value
Business-e49b,1,5500,1,2,High Value
Business-e4a9,1,4150,1,2,High Value
Business-e4b2,3,4440,3,2,High Value
Business-e4bd,9,16430,8,2,High Value
Business-e4bf,516,1134000,79,2,High Value
Business-e4d4,50,53817,30,2,High Value
Business-e4fb,6,13910,6,2,High Value
Business-e520,1,140,1,2,High Value
Business-e52e,88,141530,57,2,High Value
Business-e535,32,51498,30,2,High Value
Business-e53e,17,45990,13,2,High Value
Business-e54f,2,5190,2,2,High Value
Business-e558,1,1780,1,2,High Value
Business-e565,8,24715,6,2,High Value
Business-e567,2,5960,2,2,High Value
Business-e56a,10,30065,8,2,High Value
